SN,Region,Site ID,Site Class,Snag Category,Sub Category,Remarks,Snag Opened By,Snag Severity,Visit Date,Closing Date,Status,SnagFlag,Open Month,Closed Month
34447,DXB,DXB1787,Class A,AWL,AWL PHOTOCELL FAULTY,AWL PHOTOCELL ALWAYS SIMULATING CHANGED NEW AGIN SAME ISSUE NEED TO CHECK BOARD,Mohandass Paulraj,MINOR,16/06/2025,19/06/2025,Closed,CLOSED_UNIQUE,June-25,June-25
59071,DXB,DXB1787,Class A,BATTERY,BATTERY FAULTY,"HUAWEI  ESM-48150A3 BATTERY 1NOS FAULTY, HAVE ALARM AND NOT CHARGING",Vishnumon Thyagarajan,MAJOR,16/09/2025,07/08/2026,Closed,CLOSED_UNIQUE,September-25,August-26
129325,DXB,DXB1787,Class A,BATTERY,LOW CAPACITY,low battery backup in rectifier 3 bbu 12v 200ah load 131a 3.6h,Muhammad Altaf Qureshi,MAJOR,07/08/2026,,Open,KEEP_OPEN,August-26,
34439,DXB,DXB1787,Class A,BATTERY,TEMPERATURE SENSOR,HYBRID BATTERY 1 FOUND FAULTY ALARM NEED TO CHECK,Mohandass Paulraj,MAJOR,16/06/2025,01/05/2026,Closed,CLOSED_UNIQUE,June-25,May-26
103666,DXB,DXB1787,Class A,CIVIL,BOUNDARY WALL DAMAGED,boundary wall need to repair and paint work,Muhammad Altaf Qureshi,MINOR,01/05/2026,02/07/2026,Closed,CLOSED_UNIQUE,May-26,July-26
103671,DXB,DXB1787,Class A,CIVIL,GENSET CANOPY NEEDS REPAIRING,Oil tanker cover found rusty,Muhammad Altaf Qureshi,MAJOR,01/05/2026,02/07/2026,Closed,CLOSED_UNIQUE,May-26,July-26
129324,DXB,DXB1787,Class A,CIVIL,GROUND LEVELING,"Genset,ats, main gate cables need under ground",Muhammad Altaf Qureshi,MINOR,07/08/2026,,Open,KEEP_OPEN,August-26,
59072,DXB,DXB1787,Class A,CIVIL,GUIDE WIRE DAMAGED,"BARBERED WIRE DAMAGE, NEED REPAIR",Vishnumon Thyagarajan,MINOR,16/09/2025,18/12/2025,Closed,CLOSED_UNIQUE,September-25,December-25
82154,DXB,DXB1787,Class A,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,MAIN GATE IS RUSTED AND NEEDS REPAINTING,Mohandass Paulraj,MINOR,16/12/2025,16/02/2026,Closed,CLOSED_UNIQUE,December-25,February-26
93791,DXB,DXB1787,Class A,CIVIL,SHELTER BASE NEEDS REPAIRING,"SHELTER BASE FOUND DAMEGED ,NEED TO REPAIR AND REPAINT",Jagdish Kumar Veer Chand,MINOR,16/02/2026,01/05/2026,Closed,CLOSED_UNIQUE,February-26,May-26
93794,DXB,DXB1787,Class A,CIVIL,SHELTER ROOF REPAIR,SHELTER ROOF FOUND RUSTY NEED TO REPAIR AND REPAINT,Jagdish Kumar Veer Chand,MAJOR,16/02/2026,01/05/2026,Closed,CLOSED_UNIQUE,February-26,May-26
93799,DXB,DXB1787,Class A,CIVIL,SHELTER ROOF WATERPROOFING,SHELTER INTIRIOR FOUND WATER MARK ,Jagdish Kumar Veer Chand,MAJOR,16/02/2026,01/05/2026,Closed,CLOSED_UNIQUE,February-26,May-26
103665,DXB,DXB1787,Class A,CIVIL,SHELTER WALL NEEDS REPAINTING,Shelter found rusty ,Muhammad Altaf Qureshi,MINOR,01/05/2026,02/07/2026,Closed,CLOSED_UNIQUE,May-26,July-26
118595,DXB,DXB1787,Class A,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MONOPOLE FOUNDATION NEED TO REPAINT ,Jagdish Kumar Veer Chand,MINOR,02/07/2026,24/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
93787,DXB,DXB1787,Class A,DC SYSTEM,RECTIFIER MODULE FAULTY,HYBRIFD RECTIFIER IN 1 NOD MODULE FOUND REMOVED CONDITION DUE TO LOAD UNBALANCED,Jagdish Kumar Veer Chand,MAJOR,16/02/2026,01/05/2026,Closed,CLOSED_UNIQUE,February-26,May-26
59077,DXB,DXB1787,Class A,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,FE STICKER REPLACED,Vishnumon Thyagarajan,MINOR,16/09/2025,16/09/2025,Closed,CLOSED_UNIQUE,September-25,September-25
17840,DXB,DXB1787,Class A,OTHERS,GARBAGE,SITE SURROUNDING FULL OF GARBAGES REMOVED,MOHANDAS PAULRAJ,MINOR,08/03/2025,08/03/2025,Closed,CLOSED_UNIQUE,March-25,March-25
34441,DXB,DXB1787,Class A,OTHERS,HAZARDS,FUEL SPLITED ON FUEL TANK,Mohandass Paulraj,MINOR,16/06/2025,16/09/2025,Closed,CLOSED_UNIQUE,June-25,September-25
93795,DXB,DXB1787,Class A,OTHERS,OTHERS,ON TOWER BIRDS NEXT REMOVED DURING PM,Jagdish Kumar Veer Chand,MINOR,16/02/2026,16/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
129326,DXB,DXB1787,Class A,OTHERS,OTHERS,Genset fuel tank found rusty painted,Muhammad Altaf Qureshi,MINOR,07/08/2026,07/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
93796,DXB,DXB1787,Class A,OTHERS,PLANTATION,SITE PLANTS REMOVED DURING PM,Jagdish Kumar Veer Chand,MINOR,16/02/2026,16/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
59075,DXB,DXB1787,Class A,SHELTER,SHELTER - OTHERS,"ROXTEC WAS OPEN, CLOSED",Vishnumon Thyagarajan,MINOR,16/09/2025,16/09/2025,Closed,CLOSED_UNIQUE,September-25,September-25
93801,DXB,DXB1787,Class A,SHELTER,SITE ID DAMAGED,SITE ID/DU STICKER REPLACED DURING PM @ MAIN GATE,Jagdish Kumar Veer Chand,MINOR,16/02/2026,16/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
73583,DXB,DXB1788,Class C,AIR CONDITIONING,AC CONTACTOR FAULTY,A/C 1 CONTACTOR FAULTY REPLACED,Sachin George Varghese,MINOR,10/11/2025,10/11/2025,Closed,CLOSED_UNIQUE,November-25,November-25
73584,DXB,DXB1788,Class C,AWL,AWL CABLING DAMAGED,AWL STANDBY BULBE CABLE DAMAGE ON TOWER NEED TO REPLACE CABLE (TEMP CONNCTED),Sachin George Varghese,MINOR,10/11/2025,11/12/2025,Closed,CLOSED_UNIQUE,November-25,December-25
27106,DXB,DXB1788,Class C,CIVIL,BOUNDARY WALL DAMAGED,boundary wall need repairing and paint work,Muhammad Altaf Qureshi,MINOR,10/05/2025,10/11/2025,Closed,CLOSED_UNIQUE,May-25,November-25
121665,DXB,DXB1788,Class C,CIVIL,BOUNDARY WALL PAINT WORK,BOUNDARY WALL NEED REPAIR AND  REPAINTING,Vishnumon Thyagarajan,MINOR,11/07/2026,,Open,KEEP_OPEN,July-26,
73582,DXB,DXB1788,Class C,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,MAIN GATE PAINTE FAIDED NEED TO REPAINT,Sachin George Varghese,MINOR,10/11/2025,11/07/2026,Closed,CLOSED_UNIQUE,November-25,July-26
121673,DXB,DXB1788,Class C,CIVIL,SHELTER BASE NEEDS REPAIRING,"SHELTER FOUNDATION AND MONOPOLE FOUNDATION HAVE CRACKS, NEED REPAIR",Vishnumon Thyagarajan,MINOR,11/07/2026,,Open,KEEP_OPEN,July-26,
121670,DXB,DXB1788,Class C,CIVIL,SHELTER ROOF REPAIR,SHELTER ROOF FOUND RUSTY,Vishnumon Thyagarajan,MINOR,11/07/2026,,Open,KEEP_OPEN,July-26,
73579,DXB,DXB1788,Class C,CIVIL,SHELTER WALL NEEDS REPAINTING,SHELTER OUTSIDE WALL FOUND RUSTED NEED REPAIRING,Sachin George Varghese,MINOR,10/11/2025,11/07/2026,Closed,CLOSED_UNIQUE,November-25,July-26
27104,DXB,DXB1788,Class C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,shelter and tower foundation found damage need to repair,Muhammad Altaf Qureshi,MINOR,10/05/2025,10/11/2025,Closed,CLOSED_UNIQUE,May-25,November-25
121668,DXB,DXB1788,Class C,OTHERS,PLANTATION,PLANTS AND GARBAGES REMOVED,Vishnumon Thyagarajan,MINOR,11/07/2026,11/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
27110,DXB,DXB1788,Class C,SHELTER,SITE ID DAMAGED,du id placed at shelter,Muhammad Altaf Qureshi,MINOR,10/05/2025,10/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
12401,DXB,DXB1790,Class C,SHELTER,SHELTER - OTHERS,"Cable entry found open, Closed",Suneesh Suresh,MINOR,27/01/2025,27/01/2025,Closed,CLOSED_UNIQUE,January-25,January-25
94981,DXB,DXB1791,Class C,AIR CONDITIONING,AIR CONDITIONING - OTHERS,"AC1 (CARRIER 2T)AC OUTDOOR UNIT WIRES FOUND BURNED CONDITION, REWIRED AND NOW WORKING OK",Vishnumon Thyagarajan,MINOR,21/02/2026,21/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
970,DXB,DXB1791,Class C,CIVIL,SHELTER FLOOR NEEDS REPAIRING,SHELTER FLOOR MATE DAMAGED NEED TO REPAIR,MOHANDAS PAULRAJ,MINOR,26/07/2024,21/02/2026,Closed,CLOSED_UNIQUE,July-24,February-26
94978,DXB,DXB1791,Class C,CIVIL,SHELTER WALL NEEDS REPAINTING,ROOM NEEDS REPAINTING AND FLOOR SHEET NEED TO FIX PROPERLY,Vishnumon Thyagarajan,MINOR,21/02/2026,,Open,KEEP_OPEN,February-26,
94982,DXB,DXB1791,Class C,SHELTER,SITE ID DAMAGED,DU STICKER REPLACED,Vishnumon Thyagarajan,MINOR,21/02/2026,21/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
77193,DXB,DXB1792,Class C,CIVIL,SHELTER ROOF REPAIR,SUN SHADE ROOF FOUND DAMAGED,Harish Mutyala,MINOR,25/11/2025,,Open,KEEP_OPEN,November-25,
135538,DXB,DXB1792,Class C,CIVIL,SHELTER SUNSHADE FOUNDATION NEEDS REPAIRING,OBTS FLOOR NEED TO REPAIR,Nitin Kumar Kanwar Pal Singh,MINOR,29/08/2026,,Open,KEEP_OPEN,August-26,
28383,DXB,DXB1792,Class C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,SITE STRACTUR FOUNDATION PAINT EXFLOITED NEED TO REPAINT,Sachin George Varghese,MINOR,19/05/2025,01/10/2025,Closed,CLOSED_UNIQUE,May-25,October-25
135533,DXB,DXB1792,Class C,MDB,MDB - OTHERS,"SHARING DB , MDB AND PWR MTR DB FOUND RUSTY REPAINTED",Nitin Kumar Kanwar Pal Singh,MINOR,29/08/2026,29/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
135537,DXB,DXB1792,Class C,MDB,MDB - OTHERS,HAZARD STICKERS CHANGED ON MTR AND MDB BOX,Nitin Kumar Kanwar Pal Singh,MINOR,29/08/2026,29/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
135534,DXB,DXB1792,Class C,POWER METER,POWER METER CABINET DAMAGED,POWER MTR BODY DAMAGED,Nitin Kumar Kanwar Pal Singh,MINOR,29/08/2026,,Open,KEEP_OPEN,August-26,
28380,DXB,DXB1792,Class C,POWER METER,POWER METER NOT WORKING,POWER METER NOT WORKING NEED TO CHECK,Sachin George Varghese,MINOR,19/05/2025,21/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
77191,DXB,DXB1792,Class C,SHELTER,EXTERNAL LIGHTING BULB FAULTY,SUN SHADE EXTERNAL LIGHT COVER FOUND DAMAGED,Harish Mutyala,MINOR,25/11/2025,06/12/2025,Closed,CLOSED_UNIQUE,November-25,December-25
28381,DXB,DXB1792,Class C,SHELTER,SHELTER - OTHERS,DU STICKER REPLACED,Sachin George Varghese,MINOR,19/05/2025,19/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
114104,DXB,DXB1793,Class C,AIR CONDITIONING,AC FILTER REPLACED,ac 1 in door filter 1 missing 1 is other brand,Muhammad Altaf Qureshi,MINOR,17/06/2026,,Open,KEEP_OPEN,June-26,
114107,DXB,DXB1793,Class C,OTHERS,GARBAGE,site is very dirty birds poop maximum clean,Muhammad Altaf Qureshi,MINOR,17/06/2026,17/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
19140,DXB,DXB1794,Class C,CIVIL,SHELTER ROOF REPAIR,Signs o water leakage found inside room,Suneesh Suresh,MINOR,17/03/2025,27/09/2025,Closed,CLOSED_UNIQUE,March-25,September-25
109562,DXB,DXB1794,Class C,CIVIL,SHELTER WALL NEEDS REPAINTING,INSIDE ROOM WALL NEED REPAIR & REPAINTING,Sachin George Varghese,MINOR,23/05/2026,,Open,KEEP_OPEN,May-26,
106974,DXB,DXB1795,Class C,BATTERY,TEMPERATURE SENSOR,temprature sensor installed and configure,Muhammad Altaf Qureshi,MAJOR,15/05/2026,15/05/2026,Closed,CLOSED_UNIQUE,May-26,May-26
106968,DXB,DXB1795,Class C,CIVIL,CABLE TRAY DAMAGED,power cable duct found rusty,Muhammad Altaf Qureshi,MINOR,15/05/2026,,Open,KEEP_OPEN,May-26,
13797,DXB,DXB1795,Class C,CIVIL,CIVIL - OTHERS,Concrete base needs to be repaired,Naveen Chakoo,MINOR,05/02/2025,20/08/2025,Closed,CLOSED_UNIQUE,February-25,August-25
106967,DXB,DXB1795,Class C,CIVIL,SHELTER SUNSHADE FOUNDATION NEEDS REPAIRING,"bts, rru, cable tray foundation need to repair and paint work",Muhammad Altaf Qureshi,MINOR,15/05/2026,,Open,KEEP_OPEN,May-26,
106975,DXB,DXB1795,Class C,MDB,MDB - OTHERS,danger sticker install on mdb,Muhammad Altaf Qureshi,MINOR,15/05/2026,15/05/2026,Closed,CLOSED_UNIQUE,May-26,May-26
106969,DXB,DXB1795,Class C,SHELTER,EXTERNAL LIGHTING BULB FAULTY,tube light and button need to check not working,Muhammad Altaf Qureshi,MINOR,15/05/2026,,Open,KEEP_OPEN,May-26,
13796,DXB,DXB1795,Class C,SHELTER,SITE ID DAMAGED,Site ID placed,Naveen Chakoo,MINOR,05/02/2025,05/02/2025,Closed,CLOSED_UNIQUE,February-25,February-25
106973,DXB,DXB1795,Class C,SHELTER,SOCKET FAULTY,power socket cover missing acrylic sheet install,Muhammad Altaf Qureshi,MINOR,15/05/2026,15/05/2026,Closed,CLOSED_UNIQUE,May-26,May-26
106972,DXB,DXB1795,Class C,TI,TI - OTHERS,bts hole refiled,Muhammad Altaf Qureshi,MINOR,15/05/2026,15/05/2026,Closed,CLOSED_UNIQUE,May-26,May-26
53528,DXB,DXB1799,Class C,AIR CONDITIONING,AC FAN FAULTY,BOTH AC BLOWER MOTOR AND CONDENSOR FAN MOTOR HAVING BARING PLAY,Vishnumon Thyagarajan,MAJOR,27/08/2025,07/11/2025,Closed,CLOSED_UNIQUE,August-25,November-25
109378,DXB,DXB1799,Class C,CIVIL,SHELTER BASE NEEDS REPAIRING,SHELTER BASE NEEDS REPAIRING,Mohandass Paulraj,MINOR,23/05/2026,,Open,KEEP_OPEN,May-26,
109379,DXB,DXB1799,Class C,CIVIL,SHELTER FLOOR NEEDS REPAIRING,SHELTER FLOOR NEEDS REPAIRING,Mohandass Paulraj,MINOR,23/05/2026,,Open,KEEP_OPEN,May-26,
109376,DXB,DXB1799,Class C,SHELTER,SHELTER - OTHERS,SHELTER PAINT DAMAGED- PAINTED DONE,Mohandass Paulraj,MINOR,23/05/2026,23/05/2026,Closed,CLOSED_UNIQUE,May-26,May-26
109375,DXB,DXB1799,Class C,SHELTER,SITE ID DAMAGED,SITE ID PASTE ON SHELTER DOOR,Mohandass Paulraj,MINOR,23/05/2026,23/05/2026,Closed,CLOSED_UNIQUE,May-26,May-26
124827,DXB,DXB1801,Class C,CIVIL,SHELTER ROOF REPAIR,SHELTER ROOF FOUND RUSTED INSIDE & OUTSIDE,Sachin George Varghese,MINOR,22/07/2026,,Open,KEEP_OPEN,July-26,
124826,DXB,DXB1801,Class C,CIVIL,SHELTER ROOF WATERPROOFING,WATER LEAKAGE MARK INSIDE SHELTER NEED TO REPAINT,Sachin George Varghese,MINOR,22/07/2026,,Open,KEEP_OPEN,July-26,
65361,DXB,DXB1801,Class C,FIRE SYSTEMS,FIRE ALARM CONTROL PANEL FAULTY,GENT FIRE PANEL HAVE SOME ISSUE NEED TO CHECK,Sachin George Varghese,MINOR,07/10/2025,14/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
113068,DXB,DXB1802,Class C,BATTERY,TEMPERATURE SENSOR,BATT. TEMP. SENSOR MISSING,Nitin Kumar Kanwar Pal Singh,MAJOR,11/06/2026,,Open,KEEP_OPEN,June-26,
12274,DXB,DXB1802,Class C,CIVIL,"MAIN GATE LOCK, HINGES, AND ALIGNMENT NEED REPAIRING",FENCE MAIN GATE ALLIGNMENT NEED TO FIX,Vishnumon Thyagarajan,MAJOR,27/01/2025,11/09/2025,Closed,CLOSED_UNIQUE,January-25,September-25
113070,DXB,DXB1802,Class C,OTHERS,PLANTATION,SMALL PLANTS AND GARBAGES REMOVED SURROUNDING THE BTS ( ETC LEADING SITE),Nitin Kumar Kanwar Pal Singh,MINOR,11/06/2026,11/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
113072,DXB,DXB1802,Class C,SHELTER,EXTERNAL LIGHTING BULB FAULTY,EXTERNAL LIGHT WAS NOT WORKING NOW RECTIFIED,Nitin Kumar Kanwar Pal Singh,MINOR,11/06/2026,11/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
113069,DXB,DXB1802,Class C,SHELTER,SITE ID DAMAGED,DU STICKER CHANGED ON VERTIV PS CABINET,Nitin Kumar Kanwar Pal Singh,MINOR,11/06/2026,11/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
54950,DXB,DXB1804,Class C,FIRE SYSTEMS,FIRE EXTINGUISHER EMPTY/MISSING,FIRE EXTINGUISHER NOT AVAILABLE,Harish Mutyala,MINOR,02/09/2025,14/10/2025,Closed,CLOSED_UNIQUE,September-25,October-25
18526,DXB,DXB1804,Class C,SHELTER,SITE ID DAMAGED,DU STICKER REPLACED VERTIV PS,Manoj Kumar,MINOR,13/03/2025,13/03/2025,Closed,CLOSED_UNIQUE,March-25,March-25
54948,DXB,DXB1804,Class C,TI,TI - OTHERS,WEATHER PROFFING DONE,Harish Mutyala,MINOR,02/09/2025,02/09/2025,Closed,CLOSED_UNIQUE,September-25,September-25
110116,DXB,DXB1805,Class C,AIR CONDITIONING,AC FILTER REPLACED,COOLINE 3TON BOTH ACS AIR FILTER NEED TO BE CHANGE/ MATE. REQ. STILL NOT APPROVE,Nitin Kumar Kanwar Pal Singh,MINOR,01/06/2026,11/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
58552,DXB,DXB1805,Class C,AIR CONDITIONING,AC NOT COOLING,MIDEA AC FOUND OFF OUTDOOR/ INDOOR,Hari Krishan,MAJOR,15/09/2025,06/11/2025,Closed,CLOSED_UNIQUE,September-25,November-25
110115,DXB,DXB1805,Class C,AWL,AWL CONTROL PANEL FAULTY,AWL CONTROL PANEL IS NOT WORKING NEED TO BE RECTIFY,Nitin Kumar Kanwar Pal Singh,MINOR,01/06/2026,11/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
58548,DXB,DXB1805,Class C,CIVIL,BOUNDARY WALL DAMAGED,BOUNDARY WALL REPAIRED REPAINTED,Hari Krishan,MINOR,15/09/2025,01/06/2026,Closed,CLOSED_UNIQUE,September-25,June-26
110112,DXB,DXB1805,Class C,CIVIL,BOUNDARY WALL PAINT WORK,BOUNDARY WALLS NEED TO REPAIR / REPAINT,Nitin Kumar Kanwar Pal Singh,MINOR,01/06/2026,,Open,KEEP_OPEN,June-26,
58553,DXB,DXB1805,Class C,CIVIL,GUIDE WIRE DAMAGED,"BARBED WIRE FOUND TEMPERED & BROKEN ,NEED TO FIXED PROPERLY",Hari Krishan,MINOR,15/09/2025,01/06/2026,Closed,CLOSED_UNIQUE,September-25,June-26
58550,DXB,DXB1805,Class C,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,MAIN DOOR NEED TO REPAINT,Hari Krishan,MINOR,15/09/2025,01/06/2026,Closed,CLOSED_UNIQUE,September-25,June-26
110118,DXB,DXB1805,Class C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,TOWER FOUNDATION PAINT IS EXFOLIATED,Nitin Kumar Kanwar Pal Singh,MINOR,01/06/2026,,Open,KEEP_OPEN,June-26,
20950,DXB,DXB1805,Class C,MDB,MDB - OTHERS,1NOS PHASE INDICATOR FAULTY REPLASED,Sachin George Varghese,MINOR,27/03/2025,27/03/2025,Closed,CLOSED_UNIQUE,March-25,March-25
20952,DXB,DXB1805,Class C,OTHERS,GARBAGE,GARBAGE FROM SITE COMPOUND REMOVED,Sachin George Varghese,MINOR,27/03/2025,27/03/2025,Closed,CLOSED_UNIQUE,March-25,March-25
110113,DXB,DXB1805,Class C,OTHERS,PLANTATION,SMALL PLANTS AND GARBAGES REMOVED ,Nitin Kumar Kanwar Pal Singh,MINOR,01/06/2026,01/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
110117,DXB,DXB1805,Class C,SHELTER,SHELTER - OTHERS,ROXTEC FOUND OPEN NOW CLOSED BY FOAM SPRAY,Nitin Kumar Kanwar Pal Singh,MINOR,01/06/2026,01/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
110114,DXB,DXB1805,Class C,SHELTER,SITE ID DAMAGED,DU STICKER CHANGED ON MAIN GATE,Nitin Kumar Kanwar Pal Singh,MINOR,01/06/2026,01/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
6744,DXB,DXB1806,Class C,DC SYSTEM,RECTIFIER MODULE FAULTY,APM30 1 NOS MODULE FAN NOT WORKING NEED TO REPLACED,Manoj Kumar,MINOR,25/11/2024,23/01/2026,Closed,CLOSED_UNIQUE,November-24,January-26
88435,DXB,DXB1806,Class C,SHELTER,SHELTER - OTHERS,Cable entery closed,Naveen Chacko,MINOR,20/01/2026,20/01/2026,Closed,CLOSED_UNIQUE,January-26,January-26
88439,DXB,DXB1806,Class C,SHELTER,SITE ID DAMAGED,Site ID Placed,Naveen Chacko,MINOR,20/01/2026,20/01/2026,Closed,CLOSED_UNIQUE,January-26,January-26
29381,DXB,DXB1807,Class C,BATTERY,TEMPERATURE SENSOR,temprator sensor battery found disconect,Muhammad Altaf Qureshi,MINOR,23/05/2025,08/12/2025,Closed,CLOSED_UNIQUE,May-25,December-25
29382,DXB,DXB1807,Class C,CIVIL,CIVIL - OTHERS,bts shied found rusty painted,Muhammad Altaf Qureshi,MINOR,23/05/2025,23/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
29380,DXB,DXB1807,Class C,CIVIL,SHELTER BASE NEEDS REPAIRING,bts foundation need to paint work,Muhammad Altaf Qureshi,MINOR,23/05/2025,13/12/2025,Closed,CLOSED_UNIQUE,May-25,December-25
29386,DXB,DXB1807,Class C,EXTERNAL ALARMS,LOOPED ALARMS,check localy no alarm name mention and 2 alarm cable found loop need to rectify,Muhammad Altaf Qureshi,MINOR,23/05/2025,25/10/2025,Closed,CLOSED_UNIQUE,May-25,October-25
29383,DXB,DXB1807,Class C,MDB,MDB - OTHERS,mdb found rusty painted,Muhammad Altaf Qureshi,MINOR,23/05/2025,23/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
29385,DXB,DXB1807,Class C,SHELTER,SITE ID DAMAGED,du id placed at rectifer,Muhammad Altaf Qureshi,MINOR,23/05/2025,23/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
29384,DXB,DXB1807,Class C,TI,TI - OTHERS,bts hole refilled with foam spray,Muhammad Altaf Qureshi,MINOR,23/05/2025,23/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
107681,DXB,DXB1808,Class C,AIR CONDITIONING,AIR CONDITIONING - OTHERS,ac units drain pipe fixed,Muhammad Altaf Qureshi,MINOR,18/05/2026,18/05/2026,Closed,CLOSED_UNIQUE,May-26,May-26
107678,DXB,DXB1808,Class C,CIVIL,CABLE TRAY DAMAGED,cable tray foundation need to repair and paint work,Muhammad Altaf Qureshi,MINOR,18/05/2026,,Open,KEEP_OPEN,May-26,
107677,DXB,DXB1808,Class C,CIVIL,SHELTER BASE NEEDS REPAIRING,Shelter foundation need paint work,Muhammad Altaf Qureshi,MINOR,18/05/2026,,Open,KEEP_OPEN,May-26,
107676,DXB,DXB1808,Class C,CIVIL,SHELTER ROOF REPAIR,Shelter roof found rusty ,Muhammad Altaf Qureshi,MINOR,18/05/2026,,Open,KEEP_OPEN,May-26,
107683,DXB,DXB1808,Class C,FIRE SYSTEMS,FIRE ALARM BATTERY FAULTY,facp batteries changed,Muhammad Altaf Qureshi,MINOR,18/05/2026,18/05/2026,Closed,CLOSED_UNIQUE,May-26,May-26
107682,DXB,DXB1808,Class C,POWER METER,POWER METER - OTHERS,gama hazard sticker installed ,Muhammad Altaf Qureshi,MINOR,18/05/2026,18/05/2026,Closed,CLOSED_UNIQUE,May-26,May-26
59608,DXB,DXB1809,Class C,BATTERY,TEMPERATURE SENSOR,TEMPERATURE SENSOR NOT CONFIGURED,Harish Mutyala,MAJOR,18/09/2025,07/04/2026,Closed,CLOSED_UNIQUE,September-25,April-26
104289,DXB,DXB1810,Class C,AWL,AWL CONTROL PANEL FAULTY,AWL PANEL FAULTY (FOUND BURNED),Sachin George Varghese,MINOR,04/05/2026,,Open,KEEP_OPEN,May-26,
45173,DXB,DXB1810,Class C,CIVIL,GUIDE WIRE DAMAGED,BARBERED WIRE FOUND DAMAGE IN FEW AREA,Vishnumon Thyagarajan,MINOR,28/07/2025,15/10/2025,Closed,CLOSED_UNIQUE,July-25,October-25
104292,DXB,DXB1810,Class C,CIVIL,SHELTER BASE NEEDS REPAIRING,SITE FOUNDATION PAINT DAMAGE NEED TO REPAINT,Sachin George Varghese,MINOR,04/05/2026,,Open,KEEP_OPEN,May-26,
1713,DXB,DXB1810,Class C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,Tower base need to repaint,Naveen Chakoo,MINOR,14/08/2024,04/05/2026,Closed,CLOSED_UNIQUE,August-24,May-26
45174,DXB,DXB1810,Class C,HYBRID,HYBRID - OTHERS,"HUAWEI HYBRID BATTERY CABINET FAN HAVING NOICE, NEED TO CHECK",Vishnumon Thyagarajan,MINOR,28/07/2025,24/09/2025,Closed,CLOSED_UNIQUE,July-25,September-25
11688,DXB,DXB1810,Class C,SHELTER,SITE ID DAMAGED,DU STICKER REPLACED,Vishnumon Thyagarajan,MINOR,22/01/2025,22/01/2025,Closed,CLOSED_UNIQUE,January-25,January-25
63490,DXB,DXB1813,Class C,SHELTER,SHELTER - OTHERS,Cable entery closed,Naveen Chacko,MINOR,30/09/2025,30/09/2025,Closed,CLOSED_UNIQUE,September-25,September-25
120972,DXB,DXB1813,Class C,SHELTER,SITE ID DAMAGED,DU STICKER NEED TO REPLACE(STOCK NOT AVAILABLE),Vishnumon Thyagarajan,MINOR,09/07/2026,,Open,KEEP_OPEN,July-26,
91184,DXB,DXB1814,Class C,OTHERS,OTHERS,"ALL EQUIPMENT FOUND FULL DUSTY/DIRTY,DURING PM CLEANED",Jagdish Kumar Veer Chand,MINOR,03/02/2026,03/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
26820,DXB,DXB1816,Class C,SHELTER,SITE ID DAMAGED,DU STICKER REPLACED,Manoj Kumar Baranwal,MINOR,09/05/2025,09/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
74786,DXB,DXB1816,Class C,SHELTER,SOCKET FAULTY,"SOCKET FOUND FAULTY,NEED TO REPLACE",Harish Mutyala,MINOR,15/11/2025,18/11/2025,Closed,CLOSED_UNIQUE,November-25,November-25
